cluster_representative	cluster_member	nreads	fraction_reads	contig_length	norm_coverage	classification_member	classification_representative
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-2_NODE_1352349_length_243_cov_0.885542_1	4	1.355949026350632e-07	243	5.040062384235395e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_30609_length_1658_cov_5.344086_1	182	5.2995448331592635e-06	1658	3.206094862752251e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_48629_length_1271_cov_3.062814_1	85	2.4750621473546013e-06	1271	1.9532727064770095e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_56920_length_1161_cov_4.254613_1	91	2.6497724165796318e-06	1161	2.289278760742133e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_100135_length_842_cov_1.864052_1	32	9.317881025334969e-07	842	1.1100112829095002e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_129216_length_728_cov_1.339478_1	18	5.24130807675092e-07	728	7.221553487197967e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_157073_length_652_cov_1.434783_1	36	1.048261615350184e-06	652	1.6126659321104661e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_179596_length_605_cov_1.839015_1	31	9.026697243293252e-07	605	1.496565831947509e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_187103_length_592_cov_1.060194_1	39	1.1356167499626994e-06	592	1.9241211205754944e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_253824_length_498_cov_2.429929_1	39	1.1356167499626994e-06	498	2.287308641326692e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_280041_length_471_cov_1.512690_1	12	3.4942053845006133e-07	471	7.44131767682961e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_381075_length_392_cov_6.552381_1	21	6.114859422876073e-07	392	1.5646699222262262e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_383021_length_391_cov_1.757962_1	14	4.076572948584049e-07	391	1.0457810903882024e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_386096_length_389_cov_5.535256_1	26	7.570778333084662e-07	389	1.9521503057081278e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_448210_length_357_cov_2.639286_1	23	6.697226986959509e-07	357	1.8816945469910174e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_500328_length_336_cov_1.042471_1	20	5.823675640834356e-07	336	1.7385221358069182e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_518669_length_329_cov_1.246032_1	7	2.0382864742920246e-07	329	6.214291889692813e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_619655_length_297_cov_1.259091_1	4	1.1647351281668711e-07	297	3.933625842633835e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_673575_length_285_cov_1.004808_1	7	2.0382864742920246e-07	285	7.173691339329598e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_752383_length_273_cov_2.255102_1	14	4.076572948584049e-07	273	1.4978036862336525e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_837208_length_264_cov_1.481283_1	12	3.4942053845006133e-07	264	1.3275987218889193e-06	root;d__Bacteria;p__Proteobacteria	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_1245535_length_229_cov_1.335526_1	7	2.0382864742920246e-07	229	8.927956470344697e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_1256326_length_223_cov_3.054795_1	6	1.7471026922503066e-07	223	7.85843189638284e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-8_NODE_1260932_length_191_cov_2.350877_1	11	3.2030216024588956e-07	191	1.6820884329692068e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-2_NODE_561577_length_356_cov_1.774194_1	26	7.530270529023516e-07	356	2.073364414801339e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-2_NODE_677424_length_326_cov_0.947791_1	11	3.185883685356103e-07	326	9.579158858379003e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-2_NODE_922843_length_282_cov_1.390244_1	5	1.4481289478891378e-07	282	5.033536086124365e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-2_NODE_1053153_length_271_cov_1.144330_1	9	2.606632106200448e-07	271	9.428128846187185e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-2_NODE_1563108_length_241_cov_0.652439_1	9	2.606632106200448e-07	241	1.0601754843637871e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-2_NODE_1762606_length_230_cov_0.712418_1	10	2.8962578957782756e-07	230	1.2343105880757136e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-4_NODE_81868_length_803_cov_1.870523_1	47	1.4971638301782995e-06	803	1.75287314892705e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-4_NODE_164248_length_580_cov_1.803181_1	32	1.0193455865043741e-06	580	1.6523047848433414e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-4_NODE_208202_length_521_cov_1.583333_1	21	6.689455411434955e-07	521	1.2071180589846387e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-4_NODE_328051_length_423_cov_0.826590_1	27	8.600728386130657e-07	423	1.9115760143799295e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-4_NODE_746909_length_291_cov_0.738318_1	8	2.5483639662609354e-07	291	8.233133807638642e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-4_NODE_1084123_length_261_cov_0.559783_1	17	5.415273428304488e-07	261	1.9506375932178335e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-4_NODE_1593843_length_229_cov_1.960526_1	12	3.822545949391403e-07	229	1.5693287803643088e-06	root;d__Bacteria;p__Proteobacteria	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_4169_length_4961_cov_3.590500_4	492	1.275931293693191e-05	4961	2.5538741508978683e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_22243_length_1964_cov_2.848967_3	119	3.0860939827132055e-06	1964	1.5603035428877463e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_46133_length_1328_cov_4.487610_1	137	3.552898114552178e-06	1328	2.656599636008657e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_118662_length_792_cov_2.205594_1	38	9.854753894378304e-07	792	1.2355548554112374e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_205971_length_584_cov_2.416174_1	19	4.927376947189152e-07	584	8.378077444226883e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_251507_length_523_cov_1.558296_1	15	3.890034431991436e-07	523	7.385725914403491e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_251928_length_523_cov_0.926009_1	10	2.59335628799429e-07	523	4.923817276268993e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_439057_length_382_cov_3.754098_1	23	5.964719462386868e-07	382	1.5504868590638672e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_538594_length_342_cov_1.286792_1	6	1.5560137727965744e-07	342	4.517818307874884e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_561578_length_334_cov_2.108949_1	26	6.742726348785156e-07	334	2.0046127940929876e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_593767_length_324_cov_2.008097_1	16	4.149370060790865e-07	324	1.2716821903647822e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_611333_length_319_cov_1.743802_1	29	7.520733235183442e-07	319	2.3410513049897126e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_714898_length_293_cov_1.217593_1	11	2.85269191679372e-07	293	9.667822795350008e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_854053_length_275_cov_1.409091_1	16	4.149370060790865e-07	275	1.498272835193416e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_969063_length_266_cov_0.788360_1	7	1.8153494015960034e-07	266	6.776727461812327e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_1319122_length_243_cov_1.560241_1	7	1.8153494015960034e-07	243	7.41814611046123e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_1434127_length_236_cov_1.364780_1	18	4.668041318389723e-07	236	1.964102366050691e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_1501146_length_232_cov_1.077419_1	3	7.780068863982872e-08	232	3.329943666580195e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_1561766_length_227_cov_2.913333_1	11	2.85269191679372e-07	227	1.2478731625716092e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_1564092_length_215_cov_1.978261_1	12	3.112027545593149e-07	215	1.4372966151564748e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_1566328_length_201_cov_8.314516_1	14	3.630698803192007e-07	201	1.7936412983503273e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	27-1-8_NODE_1571876_length_172_cov_2.663158_1	7	1.8153494015960034e-07	172	1.0480287818849295e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	28-1-2_NODE_158651_length_593_cov_1.755814_1	30	1.015068969537848e-06	593	1.59146966245932e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	28-1-2_NODE_303969_length_449_cov_0.865591_1	22	7.443839109944218e-07	449	1.5413744035964577e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	28-1-2_NODE_347912_length_423_cov_0.843931_1	24	8.120551756302783e-07	423	1.7848539193160787e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
