## Date
## emapper-2.1.12
## /path/to/emapper.py -m diamond --sensmode fast --itype proteins -i  path/to/selected_proteins.fasta -o path/to/output --data_dir ./egg-db/
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
17-2-10_NODE_60843_length_1193_cov_3.009857_2	859653.HIMB5_00007070	6.51e-68	209.0	COG0698@1|root,COG0698@2|Bacteria,1RHBF@1224|Proteobacteria,2U94R@28211|Alphaproteobacteria,4BQM7@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	G	Ribose 5-phosphate isomerase	rpiB	-	5.3.1.6	ko:K01808	ko00030,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01056,R09030	RC00376,RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	LacAB_rpiB
17-2-10_NODE_60843_length_1193_cov_3.009857_3	859653.HIMB5_00007060	8.06e-86	264.0	COG0112@1|root,COG0112@2|Bacteria,1MUIS@1224|Proteobacteria,2TQKT@28211|Alphaproteobacteria,4BPBW@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	-	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
17-2-10_NODE_60853_length_1193_cov_2.396953_2	466038.KI421440_gene30	7.8e-67	204.0	COG0799@1|root,COG0799@2|Bacteria,1MZEF@1224|Proteobacteria,2UBSV@28211|Alphaproteobacteria,4BQRD@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	J	Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation	rsfS	-	-	ko:K09710	-	-	-	-	ko00000,ko03009	-	-	-	RsfS
17-2-10_NODE_65412_length_1145_cov_1.338015_2	391619.PGA1_c12740	9.36e-53	170.0	COG2391@1|root,COG2391@2|Bacteria,1MZC0@1224|Proteobacteria,2U99K@28211|Alphaproteobacteria,34FQ0@302485|Phaeobacter	28211|Alphaproteobacteria	S	transporter component	-	-	-	ko:K07112	-	-	-	-	ko00000	-	-	-	-
17-2-10_NODE_65415_length_1145_cov_1.296816_2	1397666.RS24_00172	1.22e-228	637.0	COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,4BPWC@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	E	TIGRFAM glutamine synthetase, type I	glnA	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
17-2-10_NODE_65418_length_1145_cov_1.195693_1	1122975.AQVC01000004_gene1291	6.26e-45	157.0	COG1216@1|root,COG1216@2|Bacteria,4NEHI@976|Bacteroidetes,2FM3A@200643|Bacteroidia,22WKN@171551|Porphyromonadaceae	976|Bacteroidetes	S	Dolichyl-phosphate beta-D-mannosyltransferase	dpm1	-	2.4.1.83	ko:K00721	ko00510,ko01100,map00510,map01100	-	R01009	RC00005	ko00000,ko00001,ko01000,ko01003	-	GT2	-	Glycos_transf_2
17-2-10_NODE_65421_length_1145_cov_0.948502_2	2423.NA23_0204170	4.31e-07	52.8	COG1215@1|root,COG1215@2|Bacteria,2GC0N@200918|Thermotogae	200918|Thermotogae	M	PFAM Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
17-2-2_NODE_1030256_length_258_cov_0.767956_1	44056.XP_009040967.1	2.81e-25	105.0	COG3119@1|root,KOG3867@2759|Eukaryota	2759|Eukaryota	P	sulfuric ester hydrolase activity	-	-	-	-	-	-	-	-	-	-	-	-	Sulfatase
17-2-2_NODE_1030270_length_258_cov_0.767956_1	159749.K0SHQ8	5.75e-20	90.1	COG0415@1|root,KOG0133@2759|Eukaryota,2XFNB@2836|Bacillariophyta	2836|Bacillariophyta	LT	DNA photolyase	-	-	-	-	-	-	-	-	-	-	-	-	DNA_photolyase,FAD_binding_7
17-2-2_NODE_1030273_length_258_cov_0.767956_1	1144932.ATTF01000001_gene209	1.36e-21	94.7	COG5000@1|root,COG5000@2|Bacteria,1MWKZ@1224|Proteobacteria,2TQTB@28211|Alphaproteobacteria,4BPAV@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	T	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	ntrY	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	2.7.13.3	ko:K13598	ko02020,map02020	M00498	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HisKA,PAS,PAS_4
17-2-2_NODE_1041179_length_257_cov_0.822222_1	1122611.KB903985_gene3809	1.16e-28	107.0	COG1832@1|root,COG1832@2|Bacteria,2IEIK@201174|Actinobacteria,4ENX0@85012|Streptosporangiales	201174|Actinobacteria	S	CoA binding domain	-	-	-	-	-	-	-	-	-	-	-	-	CoA_binding_2
17-2-4_NODE_1374501_length_255_cov_0.769663_1	420324.KI911970_gene1440	1.62e-22	91.7	2AN8I@1|root,31D6K@2|Bacteria,1P458@1224|Proteobacteria,2UWQ2@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
17-2-4_NODE_1383136_length_254_cov_1.169492_1	331104.BLBBGE_283	2.99e-15	75.9	COG0111@1|root,COG0111@2|Bacteria,4NEMQ@976|Bacteroidetes,1HXGX@117743|Flavobacteriia,3IVF5@39782|Blattabacteriaceae	976|Bacteroidetes	C	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	serA	-	1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	2-Hacid_dh,2-Hacid_dh_C
17-2-4_NODE_1383164_length_254_cov_1.169492_1	240016.ABIZ01000001_gene2661	2.75e-31	117.0	COG0031@1|root,COG0031@2|Bacteria,46W12@74201|Verrucomicrobia,2IWMW@203494|Verrucomicrobiae	203494|Verrucomicrobiae	E	Pyridoxal-phosphate dependent enzyme	-	-	2.5.1.47	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R03601,R04859	RC00020,RC02814,RC02821	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
17-2-4_NODE_1383170_length_254_cov_1.169492_1	1236541.BALL01000019_gene2583	7.77e-13	67.8	COG3491@1|root,COG3491@2|Bacteria,1MUNT@1224|Proteobacteria,1RPQ8@1236|Gammaproteobacteria,2QAG6@267890|Shewanellaceae	1236|Gammaproteobacteria	C	Belongs to the iron ascorbate-dependent oxidoreductase family	-	-	-	-	-	-	-	-	-	-	-	-	2OG-FeII_Oxy,DIOX_N
17-2-4_NODE_1383191_length_254_cov_1.163842_1	926550.CLDAP_20630	1.39e-19	82.8	COG0254@1|root,COG0254@2|Bacteria,2G75A@200795|Chloroflexi	200795|Chloroflexi	J	Binds the 23S rRNA	rpmE	-	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
17-2-4_NODE_1383200_length_254_cov_1.163842_1	530564.Psta_3181	3.09e-36	134.0	COG1158@1|root,COG1158@2|Bacteria,2IXBX@203682|Planctomycetes	203682|Planctomycetes	K	Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template	-	-	-	ko:K03628	ko03018,map03018	-	-	-	ko00000,ko00001,ko03019,ko03021	-	-	-	ATP-synt_ab,Rho_RNA_bind
17-2-6_NODE_1549429_length_236_cov_1.742138_1	404589.Anae109_1372	3.3e-24	94.0	COG3118@1|root,COG3118@2|Bacteria,1MZBB@1224|Proteobacteria,42TPU@68525|delta/epsilon subdivisions,2WQ1M@28221|Deltaproteobacteria,2YVHU@29|Myxococcales	28221|Deltaproteobacteria	O	Belongs to the thioredoxin family	-	-	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
17-2-6_NODE_1549481_length_236_cov_1.723270_1	93057.EU95_1991	1.87e-17	79.7	COG0812@1|root,COG0812@2|Bacteria,1FZXZ@1117|Cyanobacteria,1MKEB@1212|Prochloraceae	1117|Cyanobacteria	M	Cell wall formation	murB	-	1.3.1.98	ko:K00075	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R03191,R03192	RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	FAD_binding_4,MurB_C
17-2-6_NODE_1558827_length_236_cov_0.886792_1	1096769.Pelub83DRAFT_1163	1.92e-11	65.5	COG0617@1|root,COG0617@2|Bacteria,1MVCS@1224|Proteobacteria,2TRPZ@28211|Alphaproteobacteria,4BQ1M@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	J	Poly A polymerase head domain	pcnB	-	2.7.7.19,2.7.7.72	ko:K00970,ko:K00974	ko03013,ko03018,map03013,map03018	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016,ko03019	-	-	-	PolyA_pol,PolyA_pol_RNAbd
17-2-6_NODE_1558843_length_236_cov_0.886792_1	859653.HIMB5_00011490	6.52e-07	51.6	COG0653@1|root,COG0653@2|Bacteria,1MUJZ@1224|Proteobacteria,2TTBF@28211|Alphaproteobacteria,4BP6T@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving both as a receptor for the preprotein-SecB complex and as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane	secA	GO:0000166,GO:0002790,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008144,GO:0008150,GO:0008320,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015399,GO:0015405,GO:0015440,GO:0015450,GO:0015462,GO:0015627,GO:0015628,GO:0015833,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0030554,GO:0031224,GO:0031226,GO:0031522,GO:0032553,GO:0032555,GO:0032559,GO:0032940,GO:0032991,GO:0033036,GO:0033220,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0042886,GO:0042887,GO:0043167,GO:0043168,GO:0043492,GO:0043952,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0097159,GO:0097367,GO:0098776,GO:1901265,GO:1901363,GO:1904680	-	ko:K03070	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4	-	-	SEC-C,SecA_DEAD,SecA_PP_bind,SecA_SW
18-1-3_NODE_645293_length_311_cov_0.658120_1	666684.AfiDRAFT_0479	3.44e-32	124.0	COG0493@1|root,COG0493@2|Bacteria,1MU2H@1224|Proteobacteria,2TSE2@28211|Alphaproteobacteria,3JS73@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	C	NADH NADPH, small subunit	gltD	-	1.4.1.13,1.4.1.14	ko:K00266	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	Fer4_20,Pyr_redox_2
18-1-3_NODE_645303_length_311_cov_0.645299_1	466038.KI421440_gene1149	1.41e-09	59.7	COG1215@1|root,COG1215@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
18-1-3_NODE_645333_length_311_cov_0.628205_1	1123057.P872_13645	2.11e-06	52.4	COG1629@1|root,COG1629@2|Bacteria,4NDXS@976|Bacteroidetes,47KCF@768503|Cytophagia	976|Bacteroidetes	P	PFAM TonB-dependent Receptor Plug	-	-	-	-	-	-	-	-	-	-	-	-	CarbopepD_reg_2,Plug,TonB_dep_Rec
18-1-3_NODE_656488_length_307_cov_3.495652_1	444860.E3SIT8_9CAUD	6.2e-31	110.0	4QBEG@10239|Viruses,4QW97@35237|dsDNA viruses  no RNA stage,4QTIF@28883|Caudovirales,4QKJ5@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18-1-4_NODE_1334406_length_251_cov_1.609195_1	691883.XP_009494982.1	7.29e-09	55.8	COG0481@1|root,COG5347@1|root,KOG0462@2759|Eukaryota,KOG0521@2759|Eukaryota,38H35@33154|Opisthokonta	33154|Opisthokonta	J	GTPase activity	GUF1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005759,GO:0006417,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0032268,GO:0032270,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034248,GO:0034250,GO:0035639,GO:0036094,GO:0043021,GO:0043022,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045727,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065007,GO:0070013,GO:0070129,GO:0070131,GO:0080090,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:2000112	-	ko:K21594,ko:K21643	-	-	-	-	ko00000,ko01000,ko03000,ko03029	-	-	-	EFG_C,GTP_EFTU,GTP_EFTU_D2,LepA_C
19-1-12_NODE_114667_length_843_cov_0.788512_2	488538.SAR116_1928	1.61e-13	76.3	COG1426@1|root,COG1426@2|Bacteria,1MYWX@1224|Proteobacteria,2TQM2@28211|Alphaproteobacteria,4BQRW@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	D	Domain of unknown function (DUF4115)	-	-	-	ko:K15539	-	-	-	-	ko00000	-	-	-	DUF4115,HTH_25
19-1-12_NODE_114668_length_843_cov_0.784595_1	1280380.KR100_05660	2.3e-135	396.0	COG0477@1|root,COG2814@2|Bacteria,1G188@1117|Cyanobacteria,1GZ0Y@1129|Synechococcus	1117|Cyanobacteria	EGP	Multidrug efflux transporter, MFS family protein	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
19-1-12_NODE_114669_length_843_cov_0.772846_2	232721.Ajs_0241	8.96e-05	48.5	COG2891@1|root,COG2891@2|Bacteria,1RBNF@1224|Proteobacteria,2VQQ3@28216|Betaproteobacteria,4ADKP@80864|Comamonadaceae	28216|Betaproteobacteria	M	shape-determining protein	mreD	-	-	ko:K03571	-	-	-	-	ko00000,ko03036	9.B.157.1	-	-	MreD
19-1-12_NODE_114674_length_843_cov_0.578329_1	1041147.AUFB01000019_gene5503	1.1e-86	270.0	COG1902@1|root,COG1902@2|Bacteria,1MVE0@1224|Proteobacteria,2TQPY@28211|Alphaproteobacteria,4BACV@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	NADH flavin oxidoreductase NADH oxidase	namA	-	-	-	-	-	-	-	-	-	-	-	Oxidored_FMN
19-1-12_NODE_118802_length_826_cov_1.898531_1	859653.HIMB5_00010940	2.56e-31	122.0	COG0472@1|root,COG0472@2|Bacteria	2|Bacteria	M	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	wecA	-	2.7.8.33,2.7.8.35	ko:K02851	-	-	R08856	RC00002	ko00000,ko01000,ko01003,ko01005	-	-	-	Glycos_transf_4
19-1-12_NODE_118804_length_826_cov_1.878505_1	1144932.ATTF01000005_gene939	2.79e-67	212.0	COG4122@1|root,COG4122@2|Bacteria	2|Bacteria	E	O-methyltransferase activity	-	-	-	ko:K05303	-	-	-	-	ko00000,ko01000	-	-	-	Methyltransf_24,TylF
19-1-12_NODE_118806_length_826_cov_1.857143_1	794903.OPIT5_22580	1.86e-54	194.0	COG0243@1|root,COG0437@1|root,COG0243@2|Bacteria,COG0437@2|Bacteria,46S66@74201|Verrucomicrobia,3K7GM@414999|Opitutae	414999|Opitutae	C	4Fe-4S dicluster domain	-	-	-	ko:K00184	-	-	-	-	ko00000	5.A.3	-	-	Fer4_7
19-1-12_NODE_118809_length_826_cov_1.827770_1	573061.Clocel_2663	0.000148	49.3	COG0860@1|root,COG4193@1|root,COG0860@2|Bacteria,COG4193@2|Bacteria,1VATU@1239|Firmicutes,24BN6@186801|Clostridia,36GF2@31979|Clostridiaceae	186801|Clostridia	M	Cell wall hydrolase autolysin	-	-	3.5.1.28	ko:K01448	ko01503,map01503	M00727	R04112	RC00064,RC00141	ko00000,ko00001,ko00002,ko01000,ko01011,ko03036	-	-	-	Amidase_3,CW_binding_1,Glucosaminidase,PG_binding_1,Y_Y_Y
19-1-12_NODE_118819_length_826_cov_1.762350_1	1121923.GPUN_0259	2.14e-147	428.0	COG0286@1|root,COG0286@2|Bacteria,1MW3A@1224|Proteobacteria,1RRVF@1236|Gammaproteobacteria,467B1@72275|Alteromonadaceae	1236|Gammaproteobacteria	V	HsdM N-terminal domain	hsdM	-	2.1.1.72	ko:K03427	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	HsdM_N,N6_Mtase
19-1-12_NODE_118826_length_826_cov_1.747664_1	1121028.ARQE01000002_gene1797	3.22e-13	76.3	COG0587@1|root,COG0587@2|Bacteria,1MUIF@1224|Proteobacteria,2TSCN@28211|Alphaproteobacteria,2PJCA@255475|Aurantimonadaceae	28211|Alphaproteobacteria	L	DNA polymerase alpha chain like domain	dnaE	GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0050896,GO:0051716,GO:0071496	2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon
19-1-12_NODE_118835_length_826_cov_1.698264_1	314285.KT71_14434	2.96e-97	315.0	COG1629@1|root,COG1629@2|Bacteria,1MX4K@1224|Proteobacteria,1RP6B@1236|Gammaproteobacteria,1J7T2@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	TonB dependent receptor	-	-	-	-	-	-	-	-	-	-	-	-	CarboxypepD_reg,Plug,TonB_dep_Rec
19-1-12_NODE_118836_length_826_cov_1.691589_1	5671.XP_001470199.1	1.81e-14	78.2	COG0028@1|root,2QS39@2759|Eukaryota,3XU1Q@5653|Kinetoplastida	5653|Kinetoplastida	E	Phosphonopyruvate decarboxylase-like protein	-	-	-	-	-	-	-	-	-	-	-	-	TPP_enzyme_C,TPP_enzyme_N
19-1-12_NODE_118844_length_826_cov_1.667557_2	439493.PB7211_782	9.66e-50	159.0	COG0776@1|root,COG0776@2|Bacteria,1MZ7M@1224|Proteobacteria,2UBR5@28211|Alphaproteobacteria,4BQH7@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	K	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control	himD	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009889,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2001141	-	ko:K05788	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
19-1-12_NODE_118845_length_826_cov_1.666222_1	1400525.JNIU01000001_gene1485	2.6e-69	216.0	COG0299@1|root,COG0299@2|Bacteria,1MWN1@1224|Proteobacteria,2TRY6@28211|Alphaproteobacteria,4BQ3T@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	F	Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate	purN	GO:0003674,GO:0003824,GO:0004644,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016740,GO:0016741,GO:0016742,GO:0033554,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716	2.1.2.2	ko:K11175	ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130	M00048	R04325,R04326	RC00026,RC00197,RC01128	ko00000,ko00001,ko00002,ko01000	-	-	-	Formyl_trans_N,YjbR
19-1-12_NODE_118848_length_826_cov_1.650200_1	313596.RB2501_03640	3.53e-98	295.0	COG1600@1|root,COG1600@2|Bacteria,4NFCJ@976|Bacteroidetes,1HWPH@117743|Flavobacteriia	976|Bacteroidetes	C	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)	queG	-	1.17.99.6	ko:K18979	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	DUF1730,Fer4_16
19-1-12_NODE_118852_length_826_cov_1.607477_1	553973.CLOHYLEM_03909	1.57e-47	170.0	COG0452@1|root,COG0452@2|Bacteria,1TPP3@1239|Firmicutes,247J3@186801|Clostridia,21YMS@1506553|Lachnoclostridium	186801|Clostridia	H	Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine	coaBC	-	4.1.1.36,6.3.2.5	ko:K01598,ko:K13038	ko00770,ko01100,map00770,map01100	M00120	R03269,R04231	RC00064,RC00090,RC00822	ko00000,ko00001,ko00002,ko01000	-	-	-	DFP,Flavoprotein
19-1-12_NODE_118858_length_826_cov_1.568758_1	1008457.BAEX01000065_gene378	3.09e-46	169.0	COG0768@1|root,COG0768@2|Bacteria,4NE47@976|Bacteroidetes,1HX5G@117743|Flavobacteriia,47HR2@76831|Myroides	976|Bacteroidetes	M	Penicillin-binding Protein dimerisation domain	mrdA	-	3.4.16.4	ko:K05515	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011	-	-	-	PBP_dimer,Transpeptidase
19-1-12_NODE_123845_length_807_cov_1.568493_2	1096769.Pelub83DRAFT_0234	1.93e-97	296.0	COG0147@1|root,COG0147@2|Bacteria,1MVBJ@1224|Proteobacteria,2TRWB@28211|Alphaproteobacteria,4BP6Q@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	E	Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia	trpE	-	4.1.3.27	ko:K01657,ko:K13503	ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025	M00023	R00985,R00986	RC00010,RC02148,RC02414	ko00000,ko00001,ko00002,ko01000	-	-	-	Anth_synt_I_N,Chorismate_bind
19-1-12_NODE_123860_length_807_cov_1.428767_2	1122614.JHZF01000011_gene1303	1.68e-08	58.5	COG0565@1|root,COG0565@2|Bacteria,1N47Y@1224|Proteobacteria,2TS8J@28211|Alphaproteobacteria,2PCVY@252301|Oceanicola	28211|Alphaproteobacteria	J	SpoU rRNA Methylase family	trmJ	-	-	ko:K02533	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	DUF559,SpoU_methylase
